timestamp,tag_id,tag_x,tag_y,anchor0_id,anchor1_id,anchor2_id,anchor3_id,range0,range1,range2,range3,anchor0_x,anchor0_y,anchor1_x,anchor1_y,anchor2_x,anchor2_y,anchor3_x,anchor3_y
5172446,24576,17.5809,9.32174,32773,32768,32769,32772,3.134,3.518,1.987,3.181,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5172846,24576,17.644,9.9182,32773,32768,32772,32769,2.572,3.522,3.471,2.286,18.997,11.767,20.795,8.865,17.653,6.65,16.835,8.075
5173246,24576,17.6795,10.2158,32773,32769,32770,32768,2.155,2.408,5.195,3.307,18.997,11.767,16.835,8.075,18.895,5.215,20.795,8.865
5173646,24576,17.7191,10.1906,32773,32769,32768,32772,2.174,2.422,3.439,3.635,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5174046,24576,18.0406,9.93026,32769,32773,32768,32772,2.473,2.347,3.153,3.864,16.835,8.075,18.997,11.767,20.795,8.865,17.653,6.65
5174446,24576,18.1076,9.8919,32768,32769,32773,32772,3.097,2.497,2.371,3.864,20.795,8.865,16.835,8.075,18.997,11.767,17.653,6.65
5174846,24576,18.1191,9.79667,32768,32769,32773,32772,3.088,2.474,2.482,3.822,20.795,8.865,16.835,8.075,18.997,11.767,17.653,6.65
5175246,24576,18.1056,9.80663,32773,32769,32768,32772,2.478,2.473,3.102,3.939,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5175647,24576,18.1969,9.75993,32773,32768,32769,32772,2.506,3.027,2.511,3.864,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5176047,24576,18.2167,9.67333,32773,32768,32769,32772,2.618,3.027,2.515,3.902,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5176447,24576,18.1669,9.73954,32773,32769,32768,32772,2.525,2.474,3.041,3.874,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5176847,24576,18.099,9.85079,32768,32769,32773,32772,3.092,2.464,2.408,3.897,20.795,8.865,16.835,8.075,18.997,11.767,17.653,6.65
5177247,24576,18.036,9.50401,32773,32768,32769,32772,2.848,3.176,2.356,4.169,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5177647,24576,17.6971,9.66905,32773,32768,32769,32772,2.891,3.537,2.356,3.888,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5178047,24576,17.4582,10.0973,32768,32769,32770,32773,3.687,2.328,5.181,3.111,20.795,8.865,16.835,8.075,18.895,5.215,18.997,11.767
5178447,24576,17.7194,9.74058,32768,32770,32769,32773,3.602,4.961,2.511,3.242,20.795,8.865,18.895,5.215,16.835,8.075,18.997,11.767
5178847,24576,18.2476,9.36862,32768,32773,32770,32769,3.546,3.485,4.848,1.814,20.795,8.865,18.997,11.767,18.895,5.215,16.835,8.075
5179247,24576,17.469,8.9842,32773,32769,32768,32772,3.368,1.579,3.513,3.088,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5179647,24576,16.3354,9.32879,32773,32769,32772,32770,3.64,1.429,3.022,3.986,18.997,11.767,16.835,8.075,17.653,6.65,18.895,5.215
5180047,24576,17.3089,8.52843,32770,32768,32769,32772,3.85,3.687,1.326,2.394,18.895,5.215,20.795,8.865,16.835,8.075,17.653,6.65
5180447,24576,17.1015,7.74597,32768,32772,32770,32769,4.15,1.958,3.457,1.218,20.795,8.865,17.653,6.65,18.895,5.215,16.835,8.075
5180847,24576,17.0715,7.56224,32769,32770,32772,32774,1.194,3.153,1.509,4.717,16.835,8.075,18.895,5.215,17.653,6.65,13.555,9.505
5181247,24576,17.0494,7.07944,32772,32770,32768,32769,1.209,2.792,4.258,1.452,17.653,6.65,18.895,5.215,20.795,8.865,16.835,8.075
5181647,24576,17.173,6.60289,32768,32772,32774,32770,4.371,1.05,4.731,2.511,20.795,8.865,17.653,6.65,13.555,9.505,18.895,5.215
5182047,24576,17.0442,6.25752,32770,32768,32772,32769,2.192,4.6,0.904,1.991,18.895,5.215,20.795,8.865,17.653,6.65,16.835,8.075
5182447,24576,17.1736,5.85559,32768,32770,32772,32769,4.773,1.996,1.213,2.501,20.795,8.865,18.895,5.215,17.653,6.65,16.835,8.075
5182847,24576,17.53,5.35102,32770,32768,32773,32772,1.94,4.989,6.723,1.462,18.895,5.215,20.795,8.865,18.997,11.767,17.653,6.65
5183247,24576,0,0,32768,32774,32769,32772,5.537,5.664,3.12,1.842,20.795,8.865,13.555,9.505,16.835,8.075,17.653,6.65
5183647,24576,16.3965,4.4002,32772,32770,32768,32769,2.183,2.234,5.87,3.303,17.653,6.65,18.895,5.215,20.795,8.865,16.835,8.075
5184047,24576,0,0,32770,32769,32772,32774,2.769,3.443,2.286,5.846,18.895,5.215,16.835,8.075,17.653,6.65,13.555,9.505
5184447,24576,16.584,4.59227,32773,32772,32769,32774,7.599,2.413,3.555,5.612,18.997,11.767,17.653,6.65,16.835,8.075,13.555,9.505
5184847,24576,16.0307,4.16236,32772,32773,32774,32769,2.679,7.866,5.593,3.752,17.653,6.65,18.997,11.767,13.555,9.505,16.835,8.075
5185247,24576,15.6681,4.26752,32773,32772,32769,32774,8.223,3.148,4.019,5.509,18.997,11.767,17.653,6.65,16.835,8.075,13.555,9.505
5186047,24576,14.7451,4.66102,32769,32773,32774,32772,4.16,8.358,5.115,3.644,16.835,8.075,18.997,11.767,13.555,9.505,17.653,6.65
5186447,24576,0,0,32769,32774,32772,32768,4.207,4.857,3.752,7.763,16.835,8.075,13.555,9.505,17.653,6.65,20.795,8.865
5186847,24576,14.1782,4.88431,32769,32774,32772,32770,4.057,4.567,3.803,4.815,16.835,8.075,13.555,9.505,17.653,6.65,18.895,5.215
5187247,24576,14.5139,5.68206,32769,32772,32774,32770,3.864,3.822,4.399,4.979,16.835,8.075,17.653,6.65,13.555,9.505,18.895,5.215
5187647,24576,14.2218,5.82535,32769,32772,32773,32774,3.719,3.794,7.749,4.249,16.835,8.075,17.653,6.65,18.997,11.767,13.555,9.505
5188047,24576,0,0,32772,32773,32768,32769,3.682,7.492,7.515,3.462,17.653,6.65,18.997,11.767,20.795,8.865,16.835,8.075
5188447,24576,0,0,32769,32770,32773,32772,3.284,5.223,7.29,3.752,16.835,8.075,18.895,5.215,18.997,11.767,17.653,6.65
5188847,24576,13.8768,7.37618,32773,32774,32768,32769,7.14,3.181,7.454,3.129,18.997,11.767,13.555,9.505,20.795,8.865,16.835,8.075
5189247,24576,14.5941,8.07235,32769,32774,32770,32773,3.003,2.67,5.537,6.826,16.835,8.075,13.555,9.505,18.895,5.215,18.997,11.767
5189647,24576,14.4548,8.16596,32774,32772,32769,32770,2.473,4.005,3.031,5.785,13.555,9.505,17.653,6.65,16.835,8.075,18.895,5.215
5190047,24576,0,0,32770,32774,32772,32769,5.875,2.071,3.939,2.905,18.895,5.215,13.555,9.505,17.653,6.65,16.835,8.075
5190447,24576,14.2201,8.49536,32774,32769,32772,32770,1.753,2.937,4.099,6.423,13.555,9.505,16.835,8.075,17.653,6.65,18.895,5.215
5190847,24576,13.9544,9.44832,32774,32769,32768,32772,1.354,3.443,6.986,4.315,13.555,9.505,16.835,8.075,20.795,8.865,17.653,6.65
5191247,24576,12.7472,8.23618,32774,32770,32769,32772,1.097,6.371,3.626,4.661,13.555,9.505,18.895,5.215,16.835,8.075,17.653,6.65
5191647,24576,14.1498,9.84776,32769,32774,32772,32768,3.35,1.158,4.834,6.934,16.835,8.075,13.555,9.505,17.653,6.65,20.795,8.865
5192047,24576,13.9305,10.2553,32769,32772,32770,32773,3.677,5.214,7.098,5.363,16.835,8.075,17.653,6.65,18.895,5.215,18.997,11.767
5192447,24576,14.0735,10.7195,32774,32773,32769,32772,1.603,5.115,3.93,5.467,13.555,9.505,18.997,11.767,16.835,8.075,17.653,6.65
5192847,24576,13.9706,11.0944,32774,32773,32770,32769,1.706,5.092,7.683,4.469,13.555,9.505,18.997,11.767,18.895,5.215,16.835,8.075
5193247,24576,14.0053,11.3878,32774,32773,32769,32772,2.127,5.083,4.445,6.236,13.555,9.505,18.997,11.767,16.835,8.075,17.653,6.65
5193647,24576,13.7712,11.8961,32774,32769,32773,32772,2.356,4.825,5.153,6.418,13.555,9.505,16.835,8.075,18.997,11.767,17.653,6.65
5194047,24576,14.1702,12.4301,32774,32769,32773,32772,3.116,5.181,4.951,6.554,13.555,9.505,16.835,8.075,18.997,11.767,17.653,6.65
5194447,24576,14.2734,11.9424,32774,32769,32773,32772,2.937,4.867,4.951,6.629,13.555,9.505,16.835,8.075,18.997,11.767,17.653,6.65
5194847,24576,14.2903,12.6442,32769,32774,32768,32773,4.979,3.003,7.257,5.434,16.835,8.075,13.555,9.505,20.795,8.865,18.997,11.767
5195247,24576,14.4417,13.0094,32774,32769,32768,32773,3.199,5.04,7.126,4.951,13.555,9.505,16.835,8.075,20.795,8.865,18.997,11.767
5195647,24576,14.6882,12.629,32774,32768,32769,32773,3.284,7.102,4.975,4.81,13.555,9.505,20.795,8.865,16.835,8.075,18.997,11.767
5196047,24576,14.8793,12.3433,32774,32768,32773,32769,3.392,6.985,4.357,5.05,13.555,9.505,20.795,8.865,18.997,11.767,16.835,8.075
5196447,24576,15.0889,12.5957,32774,32768,32773,32769,3.522,6.854,4.057,4.867,13.555,9.505,20.795,8.865,18.997,11.767,16.835,8.075
5196847,24576,15.1815,12.3063,32774,32773,32768,32769,3.522,4.094,6.728,5.41,13.555,9.505,18.997,11.767,20.795,8.865,16.835,8.075
5197447,24576,15.7171,11.6244,32774,32773,32768,32769,3.789,3.996,6.212,5.635,13.555,9.505,18.997,11.767,20.795,8.865,16.835,8.075
5197847,24576,15.9989,12.1402,32774,32773,32768,32772,3.963,3.452,6.043,7.749,13.555,9.505,18.997,11.767,20.795,8.865,17.653,6.65
5198247,24576,16.1396,12.2991,32768,32774,32773,32769,5.94,4.038,3.204,6.756,20.795,8.865,13.555,9.505,18.997,11.767,16.835,8.075
5198647,24576,16.5636,12.2834,32773,32774,32768,32772,2.769,4.272,5.574,6.269,18.997,11.767,13.555,9.505,20.795,8.865,17.653,6.65
5199047,24576,17.0775,12.4903,32773,32772,32769,32774,2.394,5.997,4.591,4.497,18.997,11.767,17.653,6.65,16.835,8.075,13.555,9.505
5199447,24576,17.3474,12.5713,32768,32773,32774,32772,5.115,1.977,4.932,6.198,20.795,8.865,18.997,11.767,13.555,9.505,17.653,6.65
5199847,24576,17.8258,12.7006,32773,32768,32772,32769,1.692,4.914,6.104,4.605,18.997,11.767,20.795,8.865,17.653,6.65,16.835,8.075
