timestamp,tag_id,tag_x,tag_y,anchor0_id,anchor1_id,anchor2_id,anchor3_id,range0,range1,range2,range3,anchor0_x,anchor0_y,anchor1_x,anchor1_y,anchor2_x,anchor2_y,anchor3_x,anchor3_y
192522,24576,0,0,32768,32770,32773,0,7.037,6.006,3.621,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
192922,24576,0,0,32768,32770,32773,0,6.99,6.165,3.626,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
193322,24576,0,0,32768,32770,32773,0,7.004,6.02,3.621,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
193722,24576,0,0,32768,32770,32773,0,7.032,6.175,3.616,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
194122,24576,0,0,32768,32770,32773,0,6.98,5.997,3.593,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
194522,24576,0,0,32768,32770,32773,0,7.018,6.001,3.621,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
194922,24576,0,0,32768,32770,32773,0,7.008,6.001,3.63,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
195322,24576,0,0,32768,32770,32773,0,7.008,6.226,3.593,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
195722,24576,0,0,32768,32770,32773,0,7.027,6.015,3.607,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
196122,24576,0,0,32768,32770,32773,0,7.004,6.011,3.612,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
196522,24576,0,0,32768,32770,32773,0,6.976,5.992,3.635,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
196922,24576,0,0,32768,32770,32773,0,6.985,5.973,3.626,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
197322,24576,0,0,32768,32770,32773,0,6.981,6.175,3.574,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
197722,24576,0,0,32768,32770,32773,0,6.985,5.982,3.644,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
198122,24576,0,0,32768,32770,32773,0,7.041,5.978,3.579,0,20.795,8.865,18.895,5.215,18.997,11.767,0,0
