timestamp,tag_id,tag_x,tag_y,anchor0_id,anchor1_id,anchor2_id,anchor3_id,range0,range1,range2,range3,anchor0_x,anchor0_y,anchor1_x,anchor1_y,anchor2_x,anchor2_y,anchor3_x,anchor3_y
5150646,24576,17.923,10.2275,32769,32768,32773,32772,2.604,2.975,2.319,3.808,16.835,8.075,20.795,8.865,18.997,11.767,17.653,6.65
5176447,24576,17.9457,10.2449,32773,32769,32768,32772,2.525,2.474,3.041,3.874,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5176847,24576,17.9402,10.2632,32768,32769,32773,32772,3.092,2.464,2.408,3.897,20.795,8.865,16.835,8.075,18.997,11.767,17.653,6.65
5177247,24576,17.9055,10.2957,32773,32768,32769,32772,2.848,3.176,2.356,4.169,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5177647,24576,17.8,10.3139,32773,32768,32769,32772,2.891,3.537,2.356,3.888,18.997,11.767,20.795,8.865,16.835,8.075,17.653,6.65
5178047,24576,17.6406,10.2425,32768,32769,32770,32773,3.687,2.328,5.181,3.111,20.795,8.865,16.835,8.075,18.895,5.215,18.997,11.767
5178447,24576,17.5,10.1549,32768,32770,32769,32773,3.602,4.961,2.511,3.242,20.795,8.865,18.895,5.215,16.835,8.075,18.997,11.767
5178847,24576,17.3853,10.0273,32768,32773,32770,32769,3.546,3.485,4.848,1.814,20.795,8.865,18.997,11.767,18.895,5.215,16.835,8.075
5179247,24576,17.3149,9.86244,32773,32769,32768,32772,3.368,1.579,3.513,3.088,18.997,11.767,16.835,8.075,20.795,8.865,17.653,6.65
5179647,24576,17.2532,9.64791,32773,32769,32772,32770,3.64,1.429,3.022,3.986,18.997,11.767,16.835,8.075,17.653,6.65,18.895,5.215
5180047,24576,17.235,9.46923,32770,32768,32769,32772,3.85,3.687,1.326,2.394,18.895,5.215,20.795,8.865,16.835,8.075,17.653,6.65
5180447,24576,17.1585,9.20495,32768,32772,32770,32769,4.15,1.958,3.457,1.218,20.795,8.865,17.653,6.65,18.895,5.215,16.835,8.075
5180847,24576,17.3996,9.00211,32769,32770,32772,32774,1.194,3.153,1.509,4.717,16.835,8.075,18.895,5.215,17.653,6.65,13.555,9.505
5181247,24576,17.2511,8.57998,32772,32770,32768,32769,1.209,2.792,4.258,1.452,17.653,6.65,18.895,5.215,20.795,8.865,16.835,8.075
5181647,24576,17.2193,8.07739,32768,32772,32774,32770,4.371,1.05,4.731,2.511,20.795,8.865,17.653,6.65,13.555,9.505,18.895,5.215
5182047,24576,17.1706,7.64708,32770,32768,32772,32769,2.192,4.6,0.904,1.991,18.895,5.215,20.795,8.865,17.653,6.65,16.835,8.075
5182447,24576,17.1487,7.22386,32768,32770,32772,32769,4.773,1.996,1.213,2.501,20.795,8.865,18.895,5.215,17.653,6.65,16.835,8.075
5182847,24576,17.1955,6.74145,32770,32768,32773,32772,1.94,4.989,6.723,1.462,18.895,5.215,20.795,8.865,18.997,11.767,17.653,6.65
5183247,24576,17.1762,6.32445,32768,32774,32769,32772,5.537,5.664,3.12,1.842,20.795,8.865,13.555,9.505,16.835,8.075,17.653,6.65
5183647,24576,17.0601,5.96211,32772,32770,32768,32769,2.183,2.234,5.87,3.303,17.653,6.65,18.895,5.215,20.795,8.865,16.835,8.075
5184047,24576,16.9584,5.6213,32770,32769,32772,32774,2.769,3.443,2.286,5.846,18.895,5.215,16.835,8.075,17.653,6.65,13.555,9.505
5184447,24576,16.844,5.36373,32773,32772,32769,32774,7.599,2.413,3.555,5.612,18.997,11.767,17.653,6.65,16.835,8.075,13.555,9.505
5184847,24576,16.6802,5.16053,32772,32773,32774,32769,2.679,7.866,5.593,3.752,17.653,6.65,18.997,11.767,13.555,9.505,16.835,8.075
5185247,24576,16.4485,4.97021,32773,32772,32769,32774,8.223,3.148,4.019,5.509,18.997,11.767,17.653,6.65,16.835,8.075,13.555,9.505
5186047,24576,16.1135,4.83439,32769,32773,32774,32772,4.16,8.358,5.115,3.644,16.835,8.075,18.997,11.767,13.555,9.505,17.653,6.65
